title|location|use|category
AV793|Please place in AV25 box in the kitchen|This item is used for creating mathematical objects|Tool used by Vipin
AV794|Please place in AV12, AV19 box in the living room|This item is used for storing documents|Tool used by Vipin
AV795|Please place in AV70, AV57 box in the master room|This item is used for cooking vegetables|Tool used by guests
AV796|Please place in AV17, AV23 box in the bedroom|This item is used for organizing tools|Tool used by kids
AV797|Please place in AV20, AV22 box near entrance|This item is used for charging electronic devices|Tool used by guests
AV798|Please place in AV20, AV22 box near entrance|This item is used for testing batteries|Tool used by Mumma
AV799|Please place in AV70, AV57 box in the master room|This item is used for storing documents|Tool used by Vipin
AV800|Please place in AV17, AV23 box in the bedroom|This item is used for charging electronic devices|Shared tool
AV801|Please place in AV12, AV19 box in the living room|This item is used for cleaning surfaces|Tool used by Dada
AV802|Please place in AV38 rack in the store room|This item is used for repairing pipe|Tool used by Vipin
AV803|Please place in AV38 rack in the store room|This item is used for charging electronic devices|Tool used by Mumma
AV804|Please place in AV15, AV16 section in the kids' room|This item is used for cleaning surfaces|Tool used by Vipin
AV805|Please place in AV20, AV22 box near entrance|This item is used for repairing pipe|Tool used by Mumma and Dada
AV806|Please place in AV12, AV19 box in the living room|This item is used for repairing pipe|Shared tool
AV807|Please place in AV31, AV33 shelf in the study|This item is used for cooking vegetables|Tool used by Athira
AV808|Please place in AV25 box in the kitchen|This item is used for measuring water quality|Tool used by guests
AV809|Please place in AV31, AV33 shelf in the study|This item is used for creating mathematical objects|Tool used by Vipin
AV810|Please place in AV70, AV57 box in the master room|This item is used for repairing pipe|Tool used by Athira
AV811|Please place in AV12, AV19 box in the living room|This item is used for cooking vegetables|Tool used by Vipin
AV812|Please place in AV12, AV19 box in the living room|This item is used for creating mathematical objects|Tool used by whole family
AV813|Please place in AV31, AV33 shelf in the study|This item is used for storing documents|Tool used by Vipin
AV814|Please place in AV20, AV22 box near entrance|This item is used for repairing pipe|Tool used by kids
AV815|Please place in AV20, AV22 box near entrance|This item is used for charging electronic devices|Tool used by Dada
AV816|Please place in AV31, AV33 shelf in the study|This item is used for repairing pipe|Tool used by Mumma
AV817|Please place in AV38 rack in the store room|This item is used for storing documents|Tool used by Mumma
AV818|Please place in AV25 box in the kitchen|This item is used for monitoring air quality|Tool used by whole family
AV819|Please place in AV15, AV16 section in the kids' room|This item is used for organizing tools|Shared tool
AV820|Please place in AV70, AV57 box in the master room|This item is used for measuring water quality|Shared tool
AV821|Please place in AV15, AV16 section in the kids' room|This item is used for cooking vegetables|Tool used by Mumma and Dada
AV822|Please place in AV45 drawer in the garage|This item is used for creating mathematical objects|Tool used in emergencies
AV823|Please place in AV12, AV19 box in the living room|This item is used for organizing tools|Tool used by Mumma and Dada
AV824|Please place in AV20, AV22 box near entrance|This item is used for cooking vegetables|Tool used by Mumma and Dada
AV825|Please place in AV15, AV16 section in the kids' room|This item is used for monitoring air quality|Tool used by kids
AV826|Please place in AV15, AV16 section in the kids' room|This item is used for organizing tools|Tool used by Dada
AV827|Please place in AV25 box in the kitchen|This item is used for charging electronic devices|Tool used by kids
AV828|Please place in AV12, AV19 box in the living room|This item is used for organizing tools|Tool used in emergencies
AV829|Please place in AV70, AV57 box in the master room|This item is used for organizing tools|Tool used by Vipin
AV830|Please place in AV31, AV33 shelf in the study|This item is used for monitoring air quality|Tool used by Mumma
AV831|Please place in AV50 locker in the office|This item is used for organizing tools|Tool used in emergencies
AV832|Please place in AV70, AV57 box in the master room|This item is used for measuring water quality|Tool used by Mumma and Dada
AV833|Please place in AV20, AV22 box near entrance|This item is used for monitoring air quality|Tool used in emergencies
AV834|Please place in AV38 rack in the store room|This item is used for charging electronic devices|Tool used by guests
AV835|Please place in AV20, AV22 box near entrance|This item is used for monitoring air quality|Tool used by Dada
AV836|Please place in AV15, AV16 section in the kids' room|This item is used for measuring water quality|Tool used by Athira
AV837|Please place in AV25 box in the kitchen|This item is used for repairing pipe|Tool used by kids
AV838|Please place in AV38 rack in the store room|This item is used for measuring water quality|Tool used by whole family
AV839|Please place in AV17, AV23 box in the bedroom|This item is used for creating mathematical objects|Tool used by Vipin
AV840|Please place in AV31, AV33 shelf in the study|This item is used for cleaning surfaces|Tool used by Mumma
AV841|Please place in AV31, AV33 shelf in the study|This item is used for organizing tools|Tool used in emergencies
AV842|Please place in AV17, AV23 box in the bedroom|This item is used for cooking vegetables|Tool used in emergencies
AV843|Please place in AV38 rack in the store room|This item is used for repairing pipe|Tool used by Vipin
AV844|Please place in AV25 box in the kitchen|This item is used for repairing pipe|Tool used by Mumma
AV845|Please place in AV25 box in the kitchen|This item is used for testing batteries|Tool used by Dada
AV846|Please place in AV15, AV16 section in the kids' room|This item is used for creating mathematical objects|Tool used by Dada
AV847|Please place in AV31, AV33 shelf in the study|This item is used for repairing pipe|Tool used by Dada
AV848|Please place in AV50 locker in the office|This item is used for creating mathematical objects|Tool used by whole family
AV849|Please place in AV31, AV33 shelf in the study|This item is used for repairing pipe|Tool used by Dada
AV850|Please place in AV31, AV33 shelf in the study|This item is used for organizing tools|Tool used by whole family
AV851|Please place in AV45 drawer in the garage|This item is used for measuring water quality|Tool used by whole family
AV852|Please place in AV45 drawer in the garage|This item is used for monitoring air quality|Tool used by Vipin
AV853|Please place in AV50 locker in the office|This item is used for cleaning surfaces|Tool used in emergencies
AV854|Please place in AV50 locker in the office|This item is used for creating mathematical objects|Tool used by Mumma
AV855|Please place in AV20, AV22 box near entrance|This item is used for cleaning surfaces|Tool used by kids
AV856|Please place in AV15, AV16 section in the kids' room|This item is used for cooking vegetables|Tool used by kids
AV857|Please place in AV25 box in the kitchen|This item is used for testing batteries|Tool used in emergencies
AV858|Please place in AV15, AV16 section in the kids' room|This item is used for monitoring air quality|Shared tool
